Year,Player,Age,Hometown,Home State,Tm,FantPos,FantPt,Height (inches),Weight,College,DOB,Draft Round,Draft Year,Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2008,Charles Ali,24,St. Louis,MO,CLE,RB,1,74,260,Ark-Pine Bluff,8/23/1984,0,0,0,0,0,0,0,0,0
2006,Cedric Cobbs,25,Little Rock,AR,DEN,RB,1,73,225,Arkansas,1/9/1981,4,2004,0,4.75,0,40,123,0,0
2011,D.J. Williams,23,Fort Worth,TX,GNB,TE,1,74,236,Arkansas,9/10/1988,5,2011,0,4.59,20,33.5,111,4.51,7.29
2013,Ronnie Wingo,22,0,,BUF,RB,1,75,231,Arkansas,1/0/1900,0,0,0,0,0,0,0,0,0
2009,David Johnson,22,Pine Bluff,AR,PIT,TE,1,74,270,Arkansas St.,8/26/1987,7,2009,0,4.73,21,32.5,113,4.43,7.28
2013,Ben Obomanu,30,Selma,AL,NYJ,WR,1,73,203,Auburn,10/30/1983,7,2006,0,4.45,0,38,116,4.23,7.18
2006,Cooper Wallace,24,Nashville,TN,TEN,TE,1,75,258,Auburn,4/26/1982,0,0,0,4.78,21,29,105,4.22,7.3
2000,Dameyune Craig,26,Mobile,AL,CAR,QB,1,73,200,Auburn,4/19/1974,0,0,0,0,0,0,0,0,0
2005,Fred Beasley,31,Montgomery,AL,SFO,RB,1,73,246,Auburn,9/18/1974,6,1998,0,0,0,0,0,0,0
2001,Heath Evans,23,West Palm Beach,FL,SEA,RB,1,73,245,Auburn,12/30/1978,3,2001,0,4.56,34.5,34.5,111,4.24,7.3
2005,Robert Johnson,25,Montgomery,AL,WAS,TE,1,78,270,Auburn,6/20/1980,0,0,0,4.96,18,33.5,115,4.47,7.15
2009,Tim Carter,30,Atlanta,GA,STL,WR,1,73,200,Auburn,9/21/1979,2,2002,0,4.32,0,39,126,3.93,6.68
2004,Reggie Newhouse,23,Dallas,TX,ARI,WR,1,73,191,Baylor,2/16/1981,0,0,0,0,0,0,0,0,0
2001,Dave Stachelski,24,Chicago,IL,NOR,TE,1,75,250,Boise St.,3/1/1977,5,2000,0,4.78,38,38,115,4.14,6.84
2010,Korey Hall,27,Mountain Home,ID,GNB,RB,1,73,230,Boise St.,8/5/1983,6,2007,0,0,0,0,0,0,0
2012,Tommy Gallarda,24,Brea,CA,ATL,TE,1,77,262,Boise St.,9/18/1900,0,0,0,0,0,0,0,0,0
2005,Doug Flutie,43,Manchester,MD,NWE,QB,1,70,0,Boston Col.,10/23/1962,11,1985,0,0,0,0,0,0,0
2002,Drew Haddad,24,Cleveland,OH,IND,WR,1,71,187,Buffalo,8/15/1978,7,2000,0,0,0,0,0,0,0
2011,Jordan Shipley,26,Burnet,TX,CIN,WR,1,12,190,Burnet,12/23/1985,3,0,0,4.6,16,36.5,116,0,0
2012,Austin Collie,27,0,,IND,WR,1,73,200,BYU,7/18/1900,4,0,0,4.56,17,34,120,4.24,6.78
2006,Doug Jolley,27,Sandy,UT,TAM,TE,1,76,250,BYU,1/2/1979,2,2002,0,4.6,18,38,117,4.18,6.9
2003,Reno Mahe,23,Los Angeles,CA,PHI,RB,1,70,212,BYU,6/3/1980,0,0,0,4.68,32,32,109,4.23,7.27
2003,Spencer Nead,26,Tacoma,WA,STL,RB,1,76,259,BYU,11/3/1977,7,2003,0,4.86,28.5,28.5,102,4.34,7.37
2005,Aaron Rodgers,22,Chico,CA,GNB,QB,1,74,0,California,12/2/1983,1,2005,39,4.71,0,34.5,110,0,7.39
2013,Craig Stevens,29,San Pedro,CA,TEN,TE,1,75,255,California,9/1/1984,3,2008,0,4.59,27,27.5,114,4.31,7.07
2008,Craig Stevens,24,San Pedro,CA,TEN,TE,1,75,255,California,9/1/1984,3,2008,0,4.59,27,27.5,114,4.31,7.07
2000,Dameane Douglas,24,Hanford,CA,PHI,WR,1,73,195,California,3/15/1976,0,1999,0,4.64,31.5,31.5,119,4.36,7.36
2010,Kyle Boller,29,Burbank,CA,OAK,QB,1,75,0,California,6/17/1981,1,2003,27,4.61,0,35.5,117,4.02,7.2
2012,Will Ta'ufo'ou,26,Redwood City,CA,JAX,RB,1,71,253,California,9/9/1900,0,0,0,0,0,0,0,0,0
1999,Daunte Culpepper,22,Ocala,FL,MIN,QB,1,76,264,Central Florida,1/28/1977,1,1999,18,4.52,39,39,122,4.13,7.21
2010,Tory Humphrey,27,Saginaw,MI,NOR,TE,1,74,257,Central Michigan,1/20/1983,0,0,0,0,0,0,0,0,0
2009,Tory Humphrey,26,Saginaw,MI,NOR,TE,1,74,257,Central Michigan,1/20/1983,0,0,0,0,0,0,0,0,0
2005,Jon Kitna,33,Tacoma,WA,CIN,QB,1,74,0,Central Washington,9/21/1972,0,0,0,0,0,0,0,0,0
1999,Rodrick Monroe,24,Hearne,TX,ATL,TE,1,77,254,Cincinnati,7/30/1975,7,1998,0,0,0,0,0,0,0
2002,Lamont Hall,28,Clover,SC,NOR,TE,1,76,260,Clemson,11/16/1974,0,0,0,0,0,0,0,0,0
2013,Michael Palmer,25,Stone Mountain,GA,PIT,TE,1,77,260,Clemson,1/18/1988,0,0,0,0,0,0,0,0,0
2001,Terry Witherspoon,24,Monroe,NC,DAL,RB,1,71,250,Clemson,8/22/1977,0,0,0,0,0,0,0,0,0
2009,Tyler Grisham,22,Birmingham,AL,PIT,WR,1,71,180,Clemson,6/11/1987,0,0,0,0,0,0,0,0,0
2008,Olaniyi Sobomehin,24,Portland,OR,NOR,RB,1,73,230,Cleveland,10/11/1984,0,0,0,0,0,0,0,0,0
2012,Tyler Thigpen,28,Winnsboro,SC,BUF,QB,1,75,0,Coastal Carolina,1/0/1900,7,0,0,0,0,0,0,0,0
2009,Joe Klopfenstein,26,Denver,CO,BUF,TE,1,77,250,Colorado,11/9/1983,2,2006,0,4.63,27,36,112,4.24,7.4
2003,Koy Detmer,30,San Antonio,TX,PHI,QB,1,73,0,Colorado,7/5/1973,7,1997,0,0,0,0,0,0,0
2001,Koy Detmer,28,San Antonio,TX,PHI,QB,1,73,195,Colorado,7/5/1973,7,1997,0,0,0,0,0,0,0
2007,Brian Kozlowski,37,Rochester,NY,WAS,TE,1,75,250,Connecticut,10/4/1970,0,0,0,0,0,0,0,0,0
2009,Deon Anderson,26,Providence,RI,DAL,RB,1,70,248,Connecticut,1/27/1983,6,2007,0,4.73,23,33,114,4.43,7.27
2012,Jordan Todman,22,Dartmouth,MA,JAX,RB,1,69,195,Connecticut,7/13/1900,6,2011,0,4.4,25,38,126,4.18,7.24
2013,Marcus Easley,27,0,,BUF,WR,1,74,225,#REF!,1/0/1900,4,2010,0,4.39,16,34,123,4.6,6.94
2006,Casey Cramer,24,Middleton,WI,TEN,RB,1,74,235,Dartmouth,1/5/1982,7,2004,0,0,0,0,0,0,0
2013,Brian Tyms,24,0,,2TM,WR,1,75,210,#REF!,1/0/1900,0,2002,0,0,0,0,0,0,0
2000,Scottie Montgomery,22,Shelby,NC,DEN,WR,1,73,195,Duke,5/26/1978,0,0,0,4.57,36,36,117,4.11,7.16
2005,Terrance Copper,23,Washington,NC,DAL,WR,1,73,204,East Carolina,3/12/1982,0,0,0,4.53,0,35.5,116,4.33,7.36
1999,Troy Smith,22,Greenville,NC,PHI,WR,1,74,193,East Carolina,7/30/1977,6,1999,0,4.64,35.5,35.5,113,4.24,7.25
2004,Alex Bannister,25,Cincinnati,OH,SEA,WR,1,77,207,East. Kentucky,4/23/1979,5,0,0,4.47,0,30.5,110,0,0
2007,Jason Dunn,34,Harrodsburg,KY,KAN,TE,1,78,276,East. Kentucky,11/15/1973,2,1996,0,0,0,0,0,0,0
1999,Tim Lester,31,Miami,FL,DAL,RB,1,70,233,East. Kentucky,6/15/1968,10,0,26,5.02,27,27,97,4.24,7.28
2009,Charlie Batch,35,Homestead,PA,PIT,QB,1,74,0,East. Michigan,12/5/1974,2,1998,0,0,0,0,0,0,0
2008,Jesse Chatman,29,Houston,TX,NYJ,RB,1,68,215,East. Washington,9/22/1979,0,0,0,0,0,0,0,0,0
2007,Aaron Walker,27,Titusville,FL,STL,TE,1,78,252,Florida,3/14/1980,5,2003,0,4.72,24,33.5,115,4.3,7.57
2002,Jesse Palmer,24,Toronto,Canada,NYG,QB,1,74,225,Florida,10/5/1978,4,2001,32,4.78,35.5,35.5,112,4.29,7.13
2005,O.J. Small,23,Jacksonville,FL,TEN,WR,1,73,223,Florida,8/18/1982,0,0,0,0,0,0,0,0,0
2012,Rusty Smith,25,Jacksonville,FL,TEN,QB,1,77,0,Florida Atlantic,1/0/1900,6,2010,0,0,0,0,0,0,0
2004,Devard Darling,22,0,,BAL,WR,1,73,213,Florida St.,1/0/1900,3,0,0,4.52,0,37,129,0,0
2012,Preston Parker,25,Delray Beach,FL,TAM,WR,1,73,200,Florida St.,7/18/1900,0,0,0,0,0,0,0,0,0
2002,Atnaf Harris,23,Fresno,CA,HOU,WR,1,73,182,Fresno St.,2/27/1979,0,0,0,0,0,0,0,0,0
2009,Bear Pascoe,23,Kern County,CA,NYG,TE,1,77,257,Fresno St.,2/23/1986,6,2009,0,4.96,0,26.5,107,4.55,7.65
2010,David Carr,31,Bakersfield,CA,SFO,QB,1,75,0,Fresno St.,7/21/1979,1,2002,24,4.67,0,35,108,4.28,7.05
2008,Paul Williams,25,Hanford,CA,TEN,WR,1,73,205,Fresno St.,12/2/1983,3,2007,0,4.45,0,38.5,125,4.24,7.03
2010,Kregg Lumpkin,26,Albany,GA,TAM,RB,1,71,222,Georgia,5/15/1984,0,0,0,4.68,22,28,111,0,0
1999,Mack Strong,28,Columbus,GA,SEA,RB,1,73,245,Georgia,9/11/1971,0,0,0,0,0,0,0,0,0
2005,Musa Smith,23,Elliottsburg,PA,BAL,RB,1,73,232,Georgia,5/31/1982,3,2003,0,4.45,0,35.5,123,0,0
2013,Orson Charles,22,Tampa,FL,CIN,TE,1,74,251,Georgia,1/27/1991,4,2012,0,4.83,35,0,0,0,0
2012,Shaun Chapas,24,St. Augustine,FL,DET,RB,1,74,236,Georgia,8/23/1900,7,2011,0,4.87,23,35.5,116,4.4,7.13
2011,Shaun Chapas,23,St. Augustine,FL,DAL,RB,1,74,236,Georgia,5/2/1988,7,2011,0,4.87,23,35.5,116,4.4,7.13
2003,Terrence Edwards,24,Tennille,GA,ATL,WR,1,73,176,Georgia,4/29/1979,0,0,0,0,0,0,0,0,0
2007,Verron Haynes,28,New York,NY,PIT,RB,1,12,223,Georgia,2/17/1979,5,2002,0,4.78,25,31.5,117,4.08,7.27
2011,Anthony Allen,23,Tampa,FL,BAL,RB,1,73,223,Georgia Tech,8/6/1988,7,2011,0,4.56,24,41.5,120,4.06,6.79
2002,Joe Burns,23,Thomasville,GA,BUF,RB,1,69,215,Georgia Tech,9/15/1979,0,0,0,4.81,31,31,105,0,0
2011,Mike Cox,26,Lewisberry,PA,ATL,RB,1,73,259,Georgia Tech,7/11/1985,0,0,0,0,0,0,0,0,0
2011,Anthony Hill,26,Friendswood,TX,IND,TE,1,77,264,Hargrave Military Academy,1/2/1985,4,0,0,4.84,21,30.5,107,4.56,7.31
2009,Anthony Hill,24,Friendswood,TX,HOU,TE,1,77,264,Hargrave Military Academy,1/2/1985,4,0,0,4.84,21,30.5,107,4.56,7.31
2012,Reagan Maui'a,28,0,,ARI,RB,1,73,260,Hawaii,9/16/1900,6,2007,0,0,0,0,0,0,0
2011,Reagan Maui'a,27,0,,ARI,RB,1,73,260,Hawaii,1/0/1900,6,2007,0,0,0,0,0,0,0
2007,Reagan Maui'a,23,0,,MIA,RB,1,73,260,Hawaii,1/0/1900,6,2007,0,0,0,0,0,0,0
2004,Sean Morey,28,Marshfield,MA,PIT,WR,1,71,200,Hebron Prep,2/26/1976,7,1999,0,0,0,0,0,0,0
2012,Andre Holmes,24,Hoffman Estates,IL,DAL,WR,1,77,208,Hillsdale,7/26/1900,0,0,0,4.51,11,35,130,4.31,6.69
2007,Biren Ealy,23,Clarksville,TN,TEN,WR,1,75,207,Houston,7/7/1984,0,0,0,0,0,0,0,0,0
2000,Jermaine Williams,27,Greenville,NC,JAX,RB,1,71,235,Houston,8/14/1973,0,0,0,0,0,0,0,0,0
2002,Leonard Stephens,24,Miami,FL,WAS,TE,1,75,249,Howard,7/9/1978,0,0,0,0,0,0,0,0,0
1999,Keith Crawford,29,Palestine,TX,GNB,WR,1,74,188,Howard Payne,11/21/1970,0,0,0,0,0,0,0,0,0
2000,John Friesz,33,Missoula,MT,NWE,QB,1,76,214,Idaho,5/19/1967,0,1990,0,0,0,0,0,0,0
2004,Aaron Moorehead,24,Aurora,CO,IND,WR,1,75,200,Illinois,11/5/1980,0,0,0,0,0,0,0,0,0
2007,Brandon Lloyd,26,Kansas City,MO,WAS,WR,1,73,192,Illinois,7/5/1981,4,2003,0,4.62,0,36,0,0,0
2013,Mikel Leshoure,23,Champaign,IL,DET,RB,1,73,230,Illinois,3/30/1990,2,2011,0,4.56,21,38,122,4.4,6.82
2007,Aaron Halterman,25,Indianapolis,IN,MIA,TE,1,77,255,Indiana,3/31/1982,0,0,0,0,0,0,0,0,0
2012,Courtney Roby,29,Indianapolis,IN,NOR,WR,1,73,189,Indiana,7/7/1900,3,2005,0,4.41,0,36.5,126,4,6.61
2009,James Hardy,24,Fort Wayne,IN,BUF,WR,1,78,220,Indiana,12/24/1985,2,2008,14,4.45,18,31.5,125,4.2,6.84
2011,Allen Reisner,23,Marion,IA,MIN,TE,1,75,255,Iowa,9/29/1988,0,0,0,4.9,14,28,108,4.59,7.31
2010,Scott Chandler,25,Bedford,TX,2TM,TE,1,79,270,Iowa,7/23/1985,4,2007,0,4.78,16,30,111,4.32,7.26
2000,Zeron Flemister,24,Sioux City,IA,WAS,TE,1,76,250,Iowa,9/8/1976,0,0,0,4.72,37,37,116,4.16,6.92
2009,Jaymar Johnson,25,Gary,IN,MIN,WR,1,73,176,Jackson St.,7/10/1984,6,0,0,4.5,14,32,118,4.18,6.75
2004,Moran Norris,26,Houston,TX,HOU,RB,1,73,250,Kansas,6/16/1978,4,2001,0,4.63,37,31,114,4.5,7.56
2004,David Allen,26,Euless,TX,JAX,RB,1,69,195,Kansas St.,2/9/1978,0,0,0,4.62,15,31,0,0,0
2011,Jeron Mastrud,24,Beaverton,OR,MIA,WR,1,77,247,Kansas St.,12/17/1987,0,0,0,0,0,0,0,0,0
2000,Justin Swift,25,Kansas City,KS,SFO,TE,1,75,265,Kansas St.,8/14/1975,0,1999,0,4.81,33,33,111,4.15,6.93
2010,Yamon Figurs,27,Fort Pierce,FL,2TM,WR,1,73,174,Kansas St.,1/10/1983,3,2007,0,4.3,0,0,123,4.21,6.85
2004,Brad Pyatt,24,Arvada,CO,IND,WR,1,71,195,Kentucky,4/16/1980,0,0,0,0,0,0,0,0,0
2008,Jacob Tamme,23,Lexington,KY,IND,TE,1,76,234,Kentucky,3/15/1985,4,2008,0,4.58,18,30,109,4.27,6.99
2007,Jared Lorenzen,26,Covington,KY,NYG,QB,1,76,275,Kentucky,2/14/1981,0,0,0,0,0,0,0,0,0
2009,Steve Johnson,23,San Francisco,CA,BUF,WR,1,74,210,Kentucky,11/28/1986,7,2008,0,4.58,0,32.5,121,4.26,7.07
2011,Brandon Stokley,35,Blacksburg,VA,NYG,WR,1,12,197,La-Lafayette,6/23/1976,4,0,0,4.49,0,35.5,118,4.01,7.04
2001,Tim Rattay,24,Elyria,OH,SFO,QB,1,73,200,Louisiana Tech,3/15/1977,7,2000,27,4.91,25.5,25.5,100,4.21,7.34
2010,Chris Redman,33,Louisville,KY,ATL,QB,1,75,0,Louisville,7/7/1977,3,2000,16,5.37,0,26.5,98,4.78,7.8
2000,Chris Redman,23,Louisville,KY,BAL,QB,1,75,223,Louisville,7/7/1977,0,2000,16,5.37,26.5,26.5,98,4.78,7.8
2007,Richard Owens,27,Gainesville,FL,STL,TE,1,76,273,Louisville,11/4/1980,0,0,0,0,0,0,0,0,0
2000,Brian Kinchen,35,Baton Rouge,LA,CAR,TE,1,74,240,LSU,8/6/1965,0,1988,0,0,0,0,0,0,0
2003,Larry Foster,27,Harvey,LA,ARI,WR,1,70,195,LSU,11/7/1976,0,0,0,4.55,37,37,121,4.06,6.88
2008,Matt Flynn,23,Tyler,TX,GNB,QB,1,74,0,LSU,6/20/1985,7,2008,38,4.79,0,28,109,4.34,7.21
2003,Rohan Davey,25,Clarendon,Jamaica,NWE,QB,1,74,245,LSU,4/14/1978,4,2002,17,4.74,25.5,25.5,0,0,0
2013,Spencer Ware,22,0,,SEA,RB,1,12,0,LSU,1/0/1900,6,2013,0,0,0,0,0,0,0
2000,Eric Zeier,28,Pensacola,FL,TAM,QB,1,73,214,Marietta,9/6/1972,0,1995,0,0,0,0,0,0,0
2010,Chad Pennington,34,Knoxville,TN,MIA,QB,1,75,0,Marshall,6/26/1976,1,2000,25,4.81,0,33.5,111,4.16,7.12
2002,Mike Bartrum,32,Gallipolis,OH,PHI,TE,1,76,245,Marshall,6/23/1970,0,0,0,0,0,0,0,0,0
2012,Da'Rel Scott,24,Conshohocken,PA,NYG,RB,1,71,205,Maryland,7/23/1900,7,2011,0,4.4,19,34,117,4.2,7.15
2002,Matt Murphy,22,New Haven,MI,DET,TE,1,77,260,Maryland,2/23/1980,7,2002,0,0,0,0,0,0,0
2002,Neil O'Donnell,36,Madison,NJ,TEN,QB,1,75,228,Maryland,7/3/1966,3,1990,0,0,0,0,0,0,0
2011,Shaun Hill,31,Parsons,KS,DET,QB,1,77,210,Maryland,1/9/1980,0,0,0,0,0,0,0,0,0
2011,Jeremy Horne,25,Albany,NY,KAN,WR,1,74,193,Massachusetts,10/25/1986,0,0,0,0,0,0,0,0,0
2001,Derrick Harris,29,Angleton,TX,SDG,RB,1,73,253,Miami (FL),9/18/1972,6,1996,0,0,0,0,0,0,0
2000,Jammi German,26,Fort Myers,FL,ATL,WR,1,73,191,Miami (FL),7/4/1974,0,1998,0,0,0,0,0,0,0
2012,Kellen Winslow,29,San Diego,CA,NWE,TE,1,76,254,Miami (FL),9/10/1900,1,2004,0,4.62,24,0,120,0,0
2008,Ken Dorsey,27,Orinda,CA,CLE,QB,1,76,0,Miami (FL),4/22/1981,7,2003,0,0,0,0,0,0,0
2012,LaRon Byrd,23,Hahnville,LA,ARI,WR,1,76,220,Miami (FL),8/7/1900,0,0,0,0,0,0,0,0,0
1999,Scott Covington,23,Laguna Niguel,CA,CIN,QB,1,74,217,Miami (FL),1/17/1976,7,1999,21,4.67,34,34,109,4.42,7.62
2009,Jake O'Connell,24,Naples,FL,KAN,TE,1,76,255,Miami (OH),11/6/1985,7,2009,0,0,0,0,0,0,0
2003,Aaron Shea,27,Ottawa,IL,CLE,TE,1,75,255,Michigan,12/5/1976,4,2000,0,4.81,37.5,37.5,114,4.3,6.72
2003,B.J. Askew,23,Colerain,OH,NYJ,RB,1,75,233,Michigan,8/19/1980,3,2003,0,0,0,0,0,0,0
2000,Clarence Williams,23,Detroit,MI,ARI,RB,1,69,193,Michigan,5/16/1977,0,0,0,4.71,33.5,33.5,108,4.15,6.98
2000,Damon Jones,26,Evanston,IL,JAX,TE,1,77,270,Michigan,9/18/1974,0,1997,0,0,0,0,0,0,0
2008,Drew Henson,28,San Diego,CA,DET,QB,1,76,233,Michigan,2/13/1980,6,2003,0,0,0,0,0,0,0
2008,Mario Manningham,22,Warren,OH,NYG,WR,1,73,185,Michigan,5/25/1986,3,2008,0,4.59,16,32,117,4.27,7.34
2004,Ronald Bellamy,23,New Orleans,LA,MIA,WR,1,73,200,Michigan,12/28/1981,0,0,0,4.57,0,30.5,119,4.1,7.38
2011,Brian Hoyer,26,North Olmsted,OH,NWE,QB,1,75,215,Michigan St.,10/13/1985,0,0,0,5.02,0,32,109,4.42,7.1
2002,Chris Baker,23,St. Albans,NY,NYJ,TE,1,75,258,Michigan St.,11/18/1979,3,2002,0,4.94,35.5,35.5,106,4.9,8.06
2004,Tony Banks,31,San Diego,CA,HOU,QB,1,76,230,Michigan St.,4/5/1973,2,1996,0,0,0,0,0,0,0
2004,Tyrone Calico,24,Orange County,CA,TEN,WR,1,76,223,Middle Tenn. St.,11/9/1980,2,0,0,4.34,0,38,127,4.26,6.73
2002,Bryan Gilmore,24,Lufkin,TX,ARI,WR,1,73,200,Midwestern St.,7/21/1978,0,0,0,0,0,0,0,0,0
2003,Ron Johnson,23,Detroit,MI,BAL,WR,1,74,225,Minnesota,5/23/1980,4,2002,0,4.7,34.5,34.5,118,4.02,7.12
2008,Thomas Tapeh,28,Monrovie,Liberia,MIN,RB,1,73,243,Minnesota,3/28/1980,5,2004,0,4.8,23,32.5,114,4.62,7.66
2011,Ryan D'Imperio,24,0,,MIN,RB,1,74,241,Minnesota Vikings,1/0/1900,7,0,0,0,0,0,0,0,0
1999,Chad Fann,29,Jacksonville,FL,SFO,TE,1,75,252,Mississippi,6/7/1970,0,0,0,0,0,0,0,0,0
2011,Micheal Spurlock,28,Indianola,MS,TAM,WR,1,12,214,Mississippi,1/31/1983,0,0,0,0,0,0,0,0,0
2003,Fred McAfee,35,Philadelphia,MS,NOR,RB,1,70,193,Mississippi Col.,6/20/1968,6,0,0,0,0,0,0,0,0
2002,Fred McAfee,34,Philadelphia,MS,NOR,RB,1,70,193,Mississippi Col.,6/20/1968,6,1991,0,0,0,0,0,0,0
2001,Dennis McKinley,25,Kosciusko,MS,ARI,RB,1,74,250,Mississippi St.,11/3/1976,6,1999,0,0,0,0,0,0,0
2000,Dennis McKinley,24,Kosciusko,MS,ARI,RB,1,74,250,Mississippi St.,11/3/1976,0,1999,0,0,0,0,0,0,0
2005,Fred McCrary,33,Naples,FL,ATL,RB,1,73,247,Mississippi St.,9/19/1972,6,1995,0,0,0,0,0,0,0
2011,Reggie Kelly,34,Aberdeen,MS,ATL,TE,1,76,255,Mississippi St.,2/22/1977,2,1999,0,4.86,24,32,0,0,0
2001,Brock Olivo,25,St. Louis,MO,DET,RB,1,73,226,Missouri,6/24/1976,0,0,0,0,0,0,0,0,0
2012,Chase Coffman,26,Peculiar,MO,ATL,TE,1,77,250,Missouri,9/6/1900,3,2009,0,0,0,0,0,0,0
2011,Chase Daniel,25,Irving,TX,NOR,QB,1,73,218,Missouri,10/7/1986,0,0,0,4.79,0,33,0,4.31,7.28
2013,Mike McNeill,25,Kirkwood,MO,STL,TE,1,76,232,Nebraska,3/7/1988,0,0,0,0,0,0,0,0,0
2012,Zach Potter,26,Omaha,NE,JAX,TE,1,79,280,Nebraska,10/6/1900,0,0,0,4.9,20,31,106,4.48,7.75
2007,Ryan Krause,26,Omaha,NE,GNB,TE,1,75,256,Nebraska-Omaha,6/16/1981,6,2004,0,0,0,0,0,0,0
2000,Alex Van Dyke,26,Sacramento,CA,PHI,WR,1,73,205,Nevada-Reno,7/24/1974,0,1996,0,0,0,0,0,0,0
2011,Colin Kaepernick,24,Milwaukee,WI,SFO,QB,1,76,225,Nevada-Reno,11/3/1987,2,2011,0,4.53,0,32.5,115,4.18,6.85
2000,Lennox Gordon,22,Higley,AZ,IND,RB,1,71,201,New Mexico,4/9/1978,0,0,0,0,0,0,0,0,0
2013,Brandon Tate,26,Burlington,NC,CIN,WR,1,73,195,#REF!,10/5/1987,3,2009,0,0,0,0,0,0,0
2009,Brandon Tate,22,Burlington,NC,NWE,WR,1,73,195,North Carolina,10/5/1987,3,2009,0,0,0,0,0,0,0
2000,Deon Dyer,23,Chesapeake,VA,MIA,RB,1,73,255,North Carolina,10/2/1977,0,2000,0,4.99,28,28,104,4.81,7.88
2010,Madison Hedgecock,29,Winston-Salem,NC,NYG,RB,1,75,266,North Carolina,8/27/1981,7,2005,0,4.87,29,32.5,108,4.26,7.42
2010,Richard Quinn,24,Huntsville,AL,DEN,TE,1,75,260,North Carolina,9/6/1986,2,2009,0,4.88,24,32.5,119,4.62,7.5
2005,Ronald Curry,26,Hampton,VA,OAK,WR,1,74,220,North Carolina,5/28/1979,7,2002,22,4.59,0,35,115,4.11,7.06
2012,Ryan Taylor,25,Winston-Salem,NC,GNB,TE,1,75,250,North Carolina,9/6/1900,7,2011,0,0,0,0,0,0,0
2010,Sam Aiken,30,Kenansville,NC,CLE,WR,1,74,204,North Carolina,12/14/1980,4,2003,0,4.59,0,39.5,121,0,7.22
2007,Sam Aiken,27,Kenansville,NC,BUF,WR,1,74,204,North Carolina,12/14/1980,4,2003,0,4.59,0,39.5,121,0,7.22
1999,Alvis Whitted,25,Durham,NC,JAX,WR,1,73,185,North Carolina St.,9/4/1974,7,1998,0,0,0,0,0,0,0
2008,Brian Clark,25,Tampa,FL,TAM,WR,1,74,204,North Carolina St.,12/26/1983,0,0,0,0,0,0,0,0,0
2006,Oliver Hoyte,22,Tampa,FL,DAL,RB,1,75,247,North Carolina St.,10/5/1984,0,0,0,4.93,19,32,112,4.31,7.48
2004,Chad Mustard,27,Central City,NE,CLE,TE,1,78,288,North Dakota,10/8/1977,0,0,0,0,0,0,0,0,0
1999,Jim Kleinsasser,22,Carrington,ND,MIN,RB,1,75,272,North Dakota,1/31/1977,2,0,0,4.79,34.5,34.5,114,4.33,7.24
1999,Jeff Lewis,26,Columbus,OH,CAR,QB,1,74,211,Northern Arizona,4/17/1973,4,0,0,0,0,0,0,0,0
2010,Garrett Wolfe,26,Chicago,IL,CHI,RB,1,67,171,Northern Illinois,8/17/1984,3,2007,0,4.4,0,35.5,0,4.08,6.69
1999,Mitch Jacoby,26,Port Washington,WI,KAN,TE,1,76,260,Northern Illinois,12/8/1973,0,0,0,0,0,0,0,0,0
2005,Eddie Berlin,27,Urbandale,IA,CHI,WR,1,71,195,Northern Iowa,1/14/1978,5,2001,0,4.43,0,39.5,122,4.08,6.78
2002,Eddie Berlin,24,Urbandale,IA,TEN,WR,1,71,195,Northern Iowa,1/14/1978,5,2001,0,4.43,39.5,39.5,122,4.08,6.78
2011,Ryan Mahaffey,24,Des Moines,IA,IND,RB,1,74,255,Northern Iowa,11/28/1987,0,0,0,0,0,0,0,0,0
2008,Dallas Baker,26,New Smyrna Beach,FL,PIT,WR,1,75,206,Northfield Mt. Hermon,11/10/1982,7,0,0,4.53,0,36,129,4.19,6.69
2005,Damien Anderson,26,Wilmington,IL,ARI,RB,1,71,212,Northwestern,7/17/1979,0,0,0,4.56,27,33.5,112,4.02,6.93
2004,Jason Wright,22,Diamond Bar,CA,ATL,RB,1,70,210,Northwestern,7/12/1982,0,0,0,4.68,0,30,111,4.13,7.36
2003,Arnaz Battle,23,Dallas,TX,SFO,WR,1,73,217,Notre Dame,2/22/1980,6,2003,0,4.58,35,35,117,4.06,6.74
2000,Bobby Brown,23,Fort Lauderdale,FL,CLE,WR,1,74,197,Notre Dame,3/26/1977,0,0,0,0,0,0,0,0,0
2003,Jarious Jackson,26,Tupelo,MS,DEN,QB,1,73,228,Notre Dame,5/3/1977,7,2000,18,4.68,0,0,109,0,0
2011,Maurice Stovall,26,Philadelphia,PA,DET,WR,1,76,215,Notre Dame,2/21/1985,3,2006,0,4.57,0,35,122,4.16,6.81
2013,Robert Hughes,24,Chicago,IL,2TM,RB,1,71,235,#REF!,6/21/1989,0,0,0,0,0,0,0,0,0
2012,Robert Hughes,23,Chicago,IL,IND,RB,1,71,235,Notre Dame,8/22/1900,0,0,0,0,0,0,0,0,0
2008,Xavier Omon,23,San Diego,CA,BUF,RB,1,71,226,NW Missouri St.,2/15/1985,6,0,0,4.52,17,31,112,0,0
2006,Bam Childress,24,Warrensville Heights,OH,NWE,WR,1,70,185,Ohio St.,3/31/1982,0,0,0,0,0,0,0,0,0
2010,Ben Hartsock,30,Chillicothe,OH,NYJ,TE,1,76,264,Ohio St.,7/5/1980,3,2004,0,4.8,23,35,117,4.03,7.11
